date,provider,account_id,account_name,region,service,resource_id,resource_name,instance_type,environment,business_unit,application,owner,status,cost_usd,cpu_utilization_p95,invocations,attached_to,storage_gb,last_access_days
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.5723,42.7,,,,
2026-04-03,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8222,48.3,,,,
2026-04-04,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.9803,52.6,,,,
2026-04-05,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8416,54.6,,,,
2026-04-06,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8504,54.2,,,,
2026-04-07,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.6513,57.4,,,,
2026-04-08,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,5.0662,49.1,,,,
2026-04-09,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7545,50.7,,,,
2026-04-10,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7013,51.0,,,,
2026-04-11,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.2103,49.5,,,,
2026-04-12,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7922,46.1,,,,
2026-04-13,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7777,51.8,,,,
2026-04-14,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.5727,56.2,,,,
2026-04-15,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7335,53.3,,,,
2026-04-16,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7953,52.0,,,,
2026-04-17,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.3049,48.4,,,,
2026-04-18,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.2754,54.7,,,,
2026-04-19,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7732,56.5,,,,
2026-04-20,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.6981,56.6,,,,
2026-04-21,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.3174,50.1,,,,
2026-04-22,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.3472,48.5,,,,
2026-04-23,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.9059,57.4,,,,
2026-04-24,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7301,49.6,,,,
2026-04-25,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.4249,51.9,,,,
2026-04-26,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8127,53.2,,,,
2026-04-27,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.3157,51.4,,,,
2026-04-28,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.2553,55.6,,,,
2026-04-29,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.4803,43.3,,,,
2026-04-30,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7588,54.1,,,,
2026-05-01,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.6508,64.1,,,,
2026-05-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.725,46.8,,,,
2026-05-03,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7037,49.0,,,,
2026-05-04,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8415,52.4,,,,
2026-05-05,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.678,41.9,,,,
2026-05-06,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.6193,50.4,,,,
2026-05-07,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.4192,49.4,,,,
2026-05-08,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.6883,50.7,,,,
2026-05-09,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.3477,49.1,,,,
2026-05-10,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.5217,51.9,,,,
2026-05-11,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.6238,48.2,,,,
2026-05-12,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.5249,51.1,,,,
2026-05-13,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7855,52.4,,,,
2026-05-14,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8703,57.6,,,,
2026-05-15,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8839,59.1,,,,
2026-05-16,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8961,43.7,,,,
2026-05-17,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7273,58.1,,,,
2026-05-18,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.8659,46.0,,,,
2026-05-19,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,centralindia,Virtual Machine,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Compute/virtualMachines/vod-transcoder-vm-89,vod-transcoder-vm-89,Standard_D4s_v5,staging,Streaming,vod-transcoder,security-team,running,4.7292,51.2,,,,
